claim_id,policy_id,claimant_id,accident_id,claim_date,claim_amount,status,processing_days
C002138,P94688,CL41832,A002138,2023-05-25,33904,Pending,37
C002139,P57636,CL79884,A002139,2025-02-13,24529,Pending,32
C002140,P71188,CL27667,A002140,2023-09-14,42303,Pending,33
C002141,P84987,CL16319,A002141,2024-01-23,10840,Pending,5
C002142,P78446,CL74970,A002142,2024-03-23,34297,Pending,41
C002143,P26827,CL07538,A002143,2025-01-18,10341,Approved,57
C002144,P66611,CL86364,A002144,2024-06-12,41388,Approved,2
C002145,P68646,CL81550,A002145,2023-11-27,40174,Pending,29
C002146,P36681,CL02853,A002146,2024-11-18,8268,Rejected,44
C002147,P85499,CL40556,A002147,2024-07-26,10227,Rejected,11
C002148,P60082,CL28413,A002148,2023-06-27,21839,Approved,26
C002149,P10420,CL16741,A002149,2024-05-29,37385,Approved,55
C002150,P76190,CL03429,A002150,2023-04-29,19216,Pending,50
C002151,P86635,CL14108,A002151,2023-12-28,27630,Rejected,11
C002152,P71544,CL02980,A002152,2023-11-25,8965,Pending,41
C002153,P68769,CL84099,A002153,2025-02-22,28630,Approved,21
C002154,P52469,CL64024,A002154,2024-12-12,21643,Approved,9
C002155,P39051,CL18936,A002155,2024-01-27,10683,Rejected,34
C002156,P91394,CL19418,A002156,2024-04-04,44704,Approved,18
C002157,P31180,CL88433,A002157,2023-06-26,1684,Approved,31
C002158,P17666,CL25590,A002158,2023-05-01,28344,Rejected,31
C002159,P81287,CL08733,A002159,2024-06-16,18937,Approved,20
C002160,P43150,CL59169,A002160,2023-05-07,15120,Rejected,11
C002161,P28580,CL13880,A002161,2025-01-31,44728,Rejected,32
C002162,P70224,CL23712,A002162,2023-10-03,29022,Approved,16
C002163,P89819,CL13527,A002163,2023-12-31,35922,Approved,60
C002164,P79726,CL90466,A002164,2023-12-06,24327,Rejected,52
C002165,P50221,CL97888,A002165,2023-08-17,22614,Pending,46
C002166,P56168,CL84897,A002166,2024-08-05,35593,Pending,1
C002167,P97024,CL09308,A002167,2023-05-29,29409,Rejected,56
C002168,P17282,CL17862,A002168,2024-09-27,8445,Rejected,26
C002169,P41646,CL91019,A002169,2024-07-22,33822,Approved,5
C002170,P82467,CL57193,A002170,2023-12-13,32799,Approved,29
C002171,P32090,CL72066,A002171,2024-02-21,16069,Approved,36
C002172,P81003,CL28733,A002172,2023-07-14,42653,Pending,55
C002173,P84512,CL19435,A002173,2023-08-12,3545,Rejected,40
C002174,P72641,CL11555,A002174,2023-07-02,1178,Approved,7
C002175,P57950,CL23435,A002175,2025-02-08,25652,Rejected,34
C002176,P43800,CL34463,A002176,2023-11-04,44006,Rejected,1
C002177,P33275,CL03537,A002177,2023-08-26,36408,Approved,59
C002178,P28759,CL32397,A002178,2024-03-08,42379,Pending,10
C002179,P94179,CL73587,A002179,2024-06-17,2736,Approved,55
C002180,P56851,CL66752,A002180,2024-06-15,42513,Pending,14
C002181,P13819,CL73531,A002181,2024-09-29,49605,Pending,13
C002182,P94924,CL92327,A002182,2024-01-29,34999,Pending,38
C002183,P17478,CL02647,A002183,2024-02-16,27838,Pending,39
C002184,P96863,CL65982,A002184,2024-07-27,38636,Approved,43
C002185,P35081,CL53904,A002185,2024-04-25,19152,Rejected,9
C002186,P14079,CL32014,A002186,2024-08-18,14132,Approved,25
C002187,P32990,CL52713,A002187,2024-05-26,27156,Pending,25
C002188,P48358,CL96612,A002188,2024-05-25,37091,Pending,30
C002189,P14780,CL40460,A002189,2024-03-19,45215,Approved,31
C002190,P66248,CL85617,A002190,2024-04-28,14773,Rejected,36
C002191,P46352,CL56561,A002191,2025-01-01,28123,Approved,7
C002192,P45220,CL21164,A002192,2024-08-21,49479,Approved,50
C002193,P81379,CL75897,A002193,2024-01-09,37501,Pending,24
C002194,P93937,CL04322,A002194,2023-06-06,43791,Pending,46
C002195,P25518,CL64594,A002195,2023-11-11,43703,Approved,48
C002196,P16568,CL49900,A002196,2023-07-17,24954,Approved,55
C002197,P49930,CL23847,A002197,2023-09-05,31368,Pending,20
C002198,P24074,CL92008,A002198,2023-08-03,38608,Pending,49
C002199,P80955,CL01787,A002199,2023-05-26,39195,Rejected,19
C002200,P37891,CL69217,A002200,2024-07-29,1470,Approved,27
C002201,P18460,CL42956,A002201,2024-04-16,2976,Rejected,40
C002202,P38900,CL68079,A002202,2023-03-01,13651,Rejected,15
C002203,P82367,CL34372,A002203,2023-06-12,36240,Approved,15
C002204,P77827,CL57320,A002204,2024-12-19,11990,Approved,59
C002205,P58516,CL99019,A002205,2023-04-16,26336,Pending,42
C002206,P78078,CL31746,A002206,2025-01-09,20781,Rejected,53
C002207,P96841,CL74268,A002207,2023-03-22,7008,Pending,12
C002208,P96864,CL08721,A002208,2025-01-07,2039,Pending,37
C002209,P51069,CL88605,A002209,2024-06-30,4398,Rejected,2
C002210,P63076,CL56646,A002210,2024-08-22,32791,Rejected,39
C002211,P59433,CL14503,A002211,2023-08-09,7347,Approved,3
C002212,P98918,CL73217,A002212,2025-02-05,47111,Rejected,59
C002213,P22642,CL79564,A002213,2023-04-03,48467,Approved,45
C002214,P73058,CL90849,A002214,2023-10-22,28266,Rejected,10
C002215,P50462,CL60187,A002215,2024-02-18,9336,Rejected,20
C002216,P68756,CL96617,A002216,2023-08-15,35009,Rejected,58
C002217,P47008,CL97562,A002217,2024-01-27,21785,Rejected,55
C002218,P14815,CL97272,A002218,2023-10-14,39655,Rejected,37
C002219,P66340,CL66712,A002219,2023-03-09,800,Approved,60
C002220,P74204,CL45724,A002220,2023-08-28,47586,Pending,57
C002221,P27780,CL60588,A002221,2023-12-15,32528,Rejected,11
C002222,P49502,CL55428,A002222,2024-07-25,24313,Pending,27
C002223,P33869,CL96427,A002223,2024-11-01,9464,Approved,3
C002224,P36778,CL52770,A002224,2024-06-19,26149,Approved,57
C002225,P41678,CL49624,A002225,2023-07-16,5751,Pending,4
C002226,P80998,CL17468,A002226,2024-09-29,19377,Rejected,43
C002227,P33927,CL74988,A002227,2024-09-01,37259,Pending,49
C002228,P45824,CL02532,A002228,2023-05-17,36529,Pending,32
C002229,P94550,CL69530,A002229,2023-05-18,8219,Rejected,20
C002230,P85807,CL55076,A002230,2023-04-15,37226,Approved,45
C002231,P33763,CL31929,A002231,2023-06-29,6960,Rejected,41
C002232,P34745,CL47291,A002232,2023-06-14,15474,Rejected,21
C002233,P53489,CL23783,A002233,2023-06-04,36022,Pending,5
C002234,P96224,CL51821,A002234,2024-12-30,14631,Approved,10
C002235,P87934,CL76012,A002235,2024-08-09,6635,Pending,57
C002236,P97621,CL62291,A002236,2024-12-30,19200,Pending,52
C002237,P66194,CL86087,A002237,2024-04-20,20441,Pending,19
C002238,P81297,CL52975,A002238,2023-06-29,10989,Pending,14
C002239,P69216,CL16392,A002239,2023-07-15,21090,Pending,55
C002240,P35503,CL13827,A002240,2024-09-29,46039,Rejected,51
C002241,P34685,CL41203,A002241,2025-02-16,29816,Approved,7
C002242,P28784,CL64354,A002242,2023-04-06,19783,Pending,46
C002243,P68789,CL64496,A002243,2023-10-01,20235,Pending,18
C002244,P68713,CL77410,A002244,2024-09-23,15738,Rejected,17
C002245,P75550,CL70607,A002245,2024-08-09,3580,Approved,48
C002246,P78809,CL56454,A002246,2023-08-31,49339,Approved,21
C002247,P92392,CL70520,A002247,2024-01-28,13051,Rejected,60
C002248,P91794,CL75887,A002248,2023-10-15,24864,Rejected,8
C002249,P38669,CL92738,A002249,2024-08-02,34029,Approved,52
C002250,P42391,CL46583,A002250,2023-09-20,42443,Pending,13
C002251,P89776,CL27867,A002251,2024-11-21,11651,Rejected,56
C002252,P35821,CL08232,A002252,2023-09-29,23183,Pending,58
C002253,P80505,CL13047,A002253,2024-02-27,37682,Approved,59
C002254,P19027,CL53452,A002254,2023-09-21,37654,Pending,32
C002255,P48684,CL40279,A002255,2023-10-16,6981,Pending,48
C002256,P59408,CL06474,A002256,2025-02-16,36748,Pending,3
C002257,P27180,CL02144,A002257,2024-07-15,3103,Approved,59
C002258,P29588,CL32088,A002258,2024-10-09,4275,Pending,20
C002259,P53338,CL33897,A002259,2025-02-11,19454,Pending,50
C002260,P75441,CL90697,A002260,2024-11-18,6601,Approved,16
C002261,P19880,CL45555,A002261,2023-12-09,42888,Rejected,9
C002262,P97131,CL45063,A002262,2024-01-03,9772,Rejected,13
C002263,P52304,CL65270,A002263,2024-11-04,26080,Pending,47
C002264,P65294,CL23834,A002264,2024-01-18,1104,Pending,52
C002265,P35641,CL24256,A002265,2024-10-15,18864,Approved,32
C002266,P18467,CL47789,A002266,2023-10-27,42570,Pending,45
C002267,P56724,CL17812,A002267,2023-08-21,45256,Rejected,41
C002268,P38617,CL60710,A002268,2024-03-08,27552,Approved,59
C002269,P80196,CL87949,A002269,2024-12-17,46479,Approved,58
C002270,P92380,CL38269,A002270,2024-08-24,12517,Rejected,34
C002271,P75488,CL32487,A002271,2024-12-12,26385,Rejected,2
C002272,P80058,CL99635,A002272,2023-09-14,8166,Rejected,26
C002273,P79044,CL37747,A002273,2024-06-10,17386,Rejected,43
C002274,P71208,CL03495,A002274,2024-07-23,16858,Approved,59
C002275,P94101,CL35046,A002275,2023-04-15,23208,Pending,28
C002276,P54039,CL42219,A002276,2023-10-28,11131,Rejected,54
C002277,P84793,CL44191,A002277,2025-01-08,46893,Pending,25
C002278,P48138,CL59264,A002278,2024-07-28,2794,Rejected,5
C002279,P64045,CL38711,A002279,2023-08-09,28442,Pending,60
C002280,P83184,CL48145,A002280,2023-07-20,27835,Rejected,51
C002281,P99647,CL03654,A002281,2025-02-12,27243,Rejected,35
C002282,P90848,CL97697,A002282,2023-07-04,21398,Rejected,5
C002283,P94748,CL15463,A002283,2023-03-02,4447,Approved,41
C002284,P82832,CL60693,A002284,2023-09-27,27321,Pending,13
C002285,P46378,CL01337,A002285,2024-02-14,47613,Rejected,34
C002286,P43802,CL72804,A002286,2024-10-04,35414,Approved,12
C002287,P86978,CL38887,A002287,2023-08-13,30173,Approved,52
C002288,P37773,CL02846,A002288,2024-01-12,15583,Rejected,1
C002289,P80695,CL54435,A002289,2023-09-14,27464,Rejected,23
C002290,P40635,CL19820,A002290,2024-04-29,22175,Approved,5
C002291,P84762,CL84051,A002291,2023-11-12,4647,Pending,36
C002292,P78864,CL38630,A002292,2024-01-24,3004,Rejected,2
C002293,P57471,CL06311,A002293,2024-12-18,3440,Pending,25
C002294,P70809,CL87860,A002294,2024-03-28,34721,Approved,13
C002295,P44103,CL84592,A002295,2025-02-15,37177,Rejected,34
C002296,P12200,CL02453,A002296,2024-05-11,34042,Approved,24
C002297,P38413,CL56822,A002297,2024-07-22,40989,Pending,1
C002298,P97939,CL01245,A002298,2024-02-22,23857,Rejected,27
C002299,P72370,CL11978,A002299,2023-10-22,14463,Approved,6
C002300,P42568,CL49681,A002300,2024-12-14,23768,Pending,3
C002301,P82153,CL16190,A002301,2023-05-15,19764,Approved,33
C002302,P92843,CL91001,A002302,2024-11-24,12755,Approved,49
C002303,P27669,CL97068,A002303,2023-03-12,45090,Pending,38
C002304,P38105,CL53965,A002304,2023-12-20,46002,Approved,28
C002305,P23757,CL81129,A002305,2023-12-27,47892,Rejected,11
C002306,P28870,CL13813,A002306,2024-02-14,18298,Approved,57
C002307,P71258,CL76772,A002307,2025-01-19,43689,Pending,54
C002308,P71379,CL59396,A002308,2024-06-25,23973,Rejected,11
C002309,P20482,CL47210,A002309,2024-04-20,43231,Rejected,41
C002310,P99110,CL58607,A002310,2024-08-21,14071,Rejected,12
C002311,P84747,CL66057,A002311,2023-07-04,12014,Approved,35
C002312,P83943,CL36829,A002312,2024-05-03,39904,Approved,51
C002313,P80824,CL89820,A002313,2024-09-30,25119,Pending,54
C002314,P54141,CL53864,A002314,2023-10-22,47848,Rejected,10
C002315,P89691,CL80153,A002315,2024-03-26,28849,Rejected,4
C002316,P16270,CL76593,A002316,2023-08-21,46965,Pending,43
C002317,P33755,CL51290,A002317,2024-05-20,22730,Approved,30
C002318,P81887,CL47452,A002318,2023-07-09,983,Approved,5
C002319,P75786,CL66203,A002319,2024-10-28,40366,Rejected,17
C002320,P26352,CL74228,A002320,2024-12-06,878,Rejected,11
C002321,P43534,CL95297,A002321,2024-08-16,20164,Approved,25
C002322,P33078,CL95775,A002322,2023-11-17,40523,Approved,42
C002323,P13390,CL77213,A002323,2024-05-02,6565,Pending,22
C002324,P30021,CL42278,A002324,2024-03-18,11965,Rejected,59
C002325,P27632,CL35571,A002325,2024-09-15,38144,Pending,19
C002326,P25221,CL71590,A002326,2024-06-12,41182,Approved,12
C002327,P89588,CL35921,A002327,2023-03-24,8308,Rejected,3
C002328,P65464,CL82643,A002328,2023-10-26,11969,Rejected,46
C002329,P51811,CL29909,A002329,2023-10-14,37866,Rejected,50
C002330,P85716,CL62828,A002330,2024-06-07,45791,Pending,60
C002331,P88666,CL61233,A002331,2023-03-26,41695,Pending,27
C002332,P59189,CL57803,A002332,2025-01-25,2873,Pending,56
C002333,P92908,CL58763,A002333,2023-05-01,45873,Approved,18
C002334,P52525,CL79696,A002334,2023-08-01,20237,Approved,17
C002335,P15605,CL42216,A002335,2023-04-27,44021,Pending,40
C002336,P37946,CL89259,A002336,2023-03-18,15370,Rejected,16
C002337,P74295,CL66282,A002337,2023-08-26,2329,Approved,60
C002338,P81815,CL84842,A002338,2024-02-29,45686,Rejected,13
C002339,P97256,CL42808,A002339,2023-09-23,47338,Rejected,25
C002340,P84077,CL39786,A002340,2024-01-10,14054,Pending,42
C002341,P16614,CL78549,A002341,2023-05-21,874,Rejected,8
C002342,P46303,CL69916,A002342,2024-12-10,13377,Pending,17
C002343,P22859,CL24978,A002343,2023-11-10,1736,Pending,38
C002344,P66842,CL73795,A002344,2024-01-04,15794,Approved,60
C002345,P60006,CL08370,A002345,2025-02-20,25123,Pending,20
C002346,P67818,CL63429,A002346,2025-01-24,31001,Approved,33
C002347,P80997,CL37945,A002347,2023-10-07,44242,Pending,15
C002348,P29274,CL77545,A002348,2023-11-30,27768,Pending,55
C002349,P95818,CL90712,A002349,2024-05-22,22213,Pending,57
C002350,P13288,CL35705,A002350,2023-05-24,37097,Approved,22
C002351,P33991,CL55266,A002351,2023-05-04,43178,Approved,16
C002352,P66841,CL63201,A002352,2024-10-22,8588,Approved,33
C002353,P52235,CL39689,A002353,2023-07-28,4386,Rejected,2
C002354,P10460,CL11692,A002354,2024-09-01,30845,Pending,23
C002355,P27835,CL88893,A002355,2023-05-13,14339,Pending,29
C002356,P94096,CL61997,A002356,2024-10-16,33532,Rejected,44
C002357,P69472,CL65358,A002357,2023-12-01,4978,Pending,34
C002358,P35469,CL52870,A002358,2024-08-02,9885,Approved,58
C002359,P47868,CL29015,A002359,2024-06-23,20005,Pending,15
C002360,P67255,CL44806,A002360,2023-10-26,29661,Approved,53
C002361,P62110,CL85661,A002361,2023-04-17,8922,Approved,17
C002362,P38584,CL16440,A002362,2024-05-22,16299,Approved,26
C002363,P97952,CL09683,A002363,2024-08-22,3806,Rejected,8
C002364,P95796,CL14982,A002364,2023-04-17,5799,Approved,17
C002365,P57232,CL86060,A002365,2024-01-13,35406,Approved,1
C002366,P43158,CL05587,A002366,2023-04-20,40786,Approved,22
C002367,P34320,CL30580,A002367,2024-08-23,27290,Pending,60
C002368,P27582,CL52791,A002368,2024-07-16,41459,Pending,21
C002369,P14113,CL44159,A002369,2024-11-20,11701,Pending,48
C002370,P18511,CL40157,A002370,2024-02-24,22680,Pending,54
C002371,P68845,CL58534,A002371,2023-07-07,44122,Rejected,57
C002372,P20792,CL73374,A002372,2023-04-09,29333,Rejected,52
C002373,P27464,CL78154,A002373,2024-08-08,21623,Approved,24
C002374,P46317,CL79637,A002374,2023-09-23,1937,Approved,3
C002375,P41030,CL98856,A002375,2024-04-06,28331,Pending,10
C002376,P33358,CL14210,A002376,2023-10-31,38105,Approved,28
C002377,P82792,CL44084,A002377,2025-02-03,18680,Approved,26
C002378,P88833,CL55660,A002378,2024-10-28,37211,Pending,26
C002379,P77338,CL54270,A002379,2024-05-15,49471,Approved,57
C002380,P87491,CL67734,A002380,2023-03-31,45739,Rejected,4
C002381,P48477,CL38441,A002381,2023-04-01,19707,Rejected,49
C002382,P94168,CL40920,A002382,2023-03-12,48498,Pending,43
C002383,P25798,CL59809,A002383,2024-09-30,35068,Approved,28
C002384,P86867,CL80990,A002384,2023-11-26,32501,Pending,32
C002385,P43436,CL52695,A002385,2024-10-02,34004,Pending,24
C002386,P43502,CL81345,A002386,2024-08-27,13440,Rejected,45
C002387,P28250,CL82024,A002387,2024-06-28,10973,Approved,12
C002388,P12015,CL37368,A002388,2025-02-12,42362,Approved,60
C002389,P67025,CL31446,A002389,2023-08-30,11299,Approved,51
C002390,P72563,CL08820,A002390,2023-04-12,30153,Rejected,31
C002391,P41335,CL55969,A002391,2024-12-24,7200,Pending,14
C002392,P25344,CL52213,A002392,2025-02-15,18818,Approved,41
C002393,P33400,CL96568,A002393,2024-07-03,7739,Pending,54
C002394,P63853,CL16785,A002394,2023-10-17,46689,Pending,24
C002395,P44705,CL58870,A002395,2024-05-31,23397,Rejected,56
C002396,P99277,CL04102,A002396,2024-11-29,9922,Rejected,39
C002397,P11531,CL61524,A002397,2024-11-15,40526,Pending,48
C002398,P51832,CL09053,A002398,2024-08-29,42153,Rejected,4
C002399,P48023,CL38679,A002399,2024-12-05,13801,Rejected,44
C002400,P27048,CL73828,A002400,2023-10-17,29055,Rejected,5
C002401,P51993,CL03260,A002401,2024-08-19,21391,Pending,50
C002402,P62808,CL80723,A002402,2024-04-22,32353,Pending,57
C002403,P24666,CL86648,A002403,2025-01-08,25413,Approved,3
C002404,P30114,CL19154,A002404,2023-10-11,40793,Pending,26
C002405,P83513,CL49484,A002405,2024-01-07,32539,Approved,27
C002406,P68022,CL88477,A002406,2023-03-02,8252,Approved,27
C002407,P61411,CL67414,A002407,2023-11-26,49431,Rejected,27
C002408,P23636,CL57516,A002408,2023-08-18,6301,Pending,27
C002409,P19937,CL45520,A002409,2023-09-19,19201,Pending,5
C002410,P72059,CL67224,A002410,2024-06-19,4050,Pending,11
C002411,P47030,CL30889,A002411,2023-05-24,42242,Approved,25
C002412,P32575,CL35403,A002412,2025-02-13,8441,Pending,9
C002413,P51528,CL95379,A002413,2024-12-25,12537,Approved,11
C002414,P19775,CL02286,A002414,2024-02-17,10229,Pending,46
C002415,P59005,CL37116,A002415,2024-04-02,30481,Rejected,4
C002416,P20934,CL95281,A002416,2023-10-29,11275,Approved,23
C002417,P57607,CL19955,A002417,2023-12-11,8158,Pending,25
C002418,P65885,CL05781,A002418,2023-09-12,10370,Rejected,53
C002419,P69957,CL49433,A002419,2023-04-18,32944,Rejected,4
C002420,P28108,CL52356,A002420,2023-04-10,43885,Rejected,55
C002421,P64657,CL95058,A002421,2023-12-15,47199,Approved,41
C002422,P74633,CL93140,A002422,2023-11-16,10389,Rejected,42
C002423,P27309,CL42888,A002423,2023-10-26,43134,Pending,38
C002424,P63286,CL26450,A002424,2023-11-01,22031,Rejected,12
C002425,P43108,CL90507,A002425,2024-07-14,34412,Rejected,5
C002426,P11762,CL87518,A002426,2024-10-14,1624,Rejected,46
C002427,P39357,CL97913,A002427,2024-06-27,45467,Pending,16
C002428,P23176,CL52236,A002428,2023-10-22,41722,Pending,57
C002429,P88307,CL15663,A002429,2024-03-30,15034,Pending,49
C002430,P75001,CL60608,A002430,2024-09-15,16749,Rejected,15
C002431,P39872,CL17810,A002431,2024-01-02,1713,Approved,42
C002432,P91891,CL70153,A002432,2024-01-28,17728,Pending,2
C002433,P84593,CL67159,A002433,2023-10-11,25664,Pending,48
C002434,P79421,CL37100,A002434,2024-12-02,10973,Pending,4
C002435,P13487,CL14811,A002435,2024-11-26,22354,Approved,12
C002436,P73691,CL35493,A002436,2023-03-14,41526,Approved,6
C002437,P81520,CL18776,A002437,2024-11-10,39420,Pending,7
C002438,P77796,CL43562,A002438,2024-05-16,12083,Approved,13
C002439,P85207,CL32283,A002439,2023-04-10,45073,Rejected,21
C002440,P62484,CL92749,A002440,2023-07-01,32117,Pending,36
C002441,P13334,CL93450,A002441,2023-06-23,21167,Rejected,5
C002442,P20212,CL42273,A002442,2024-11-22,9574,Rejected,36
C002443,P70881,CL01030,A002443,2023-03-14,6305,Pending,39
C002444,P40511,CL19708,A002444,2024-11-07,17197,Approved,50
C002445,P99440,CL27659,A002445,2023-07-18,34580,Rejected,28
C002446,P73823,CL46319,A002446,2024-04-09,43976,Pending,24
C002447,P16479,CL78450,A002447,2023-06-08,46715,Rejected,33
C002448,P50902,CL12318,A002448,2023-06-13,1013,Approved,30
C002449,P84803,CL35354,A002449,2023-05-28,10729,Pending,36
C002450,P88428,CL78783,A002450,2024-06-22,15782,Approved,15
C002451,P38549,CL11888,A002451,2024-09-08,21372,Pending,18
C002452,P20956,CL02284,A002452,2024-01-02,27028,Approved,42
C002453,P91515,CL49987,A002453,2023-09-12,27759,Rejected,40
C002454,P57434,CL01793,A002454,2024-11-13,16602,Rejected,54
C002455,P44364,CL65227,A002455,2024-12-31,31140,Rejected,14
C002456,P99059,CL79909,A002456,2023-12-03,47583,Pending,53
C002457,P98937,CL15759,A002457,2024-03-26,9714,Approved,20
C002458,P69115,CL53996,A002458,2023-06-13,34446,Approved,7
C002459,P36905,CL14061,A002459,2023-05-03,38150,Rejected,10
C002460,P64040,CL66301,A002460,2023-12-22,30841,Approved,55
C002461,P66801,CL59709,A002461,2023-07-17,47571,Approved,41
C002462,P73012,CL95018,A002462,2023-03-14,13728,Approved,38
C002463,P99679,CL92692,A002463,2024-09-18,11412,Pending,47
C002464,P30964,CL98817,A002464,2024-06-14,2150,Pending,50
C002465,P62114,CL55419,A002465,2025-01-27,11655,Pending,49
C002466,P53596,CL73204,A002466,2024-01-13,21900,Rejected,48
C002467,P60713,CL43836,A002467,2023-06-18,7475,Approved,20
C002468,P77790,CL15448,A002468,2023-08-21,24475,Pending,53
C002469,P12713,CL24842,A002469,2023-07-30,34411,Pending,8
C002470,P29337,CL68153,A002470,2024-11-27,38481,Approved,5
C002471,P61565,CL06432,A002471,2023-03-18,48122,Pending,45
C002472,P94873,CL72202,A002472,2023-07-12,3395,Rejected,9
C002473,P51565,CL91201,A002473,2025-01-14,12739,Rejected,35
C002474,P79355,CL35707,A002474,2024-10-16,36661,Approved,46
C002475,P57036,CL52195,A002475,2023-03-22,6394,Pending,59
C002476,P63406,CL78834,A002476,2023-08-05,22076,Rejected,28
C002477,P75627,CL23802,A002477,2024-08-02,7070,Approved,36
C002478,P91352,CL13303,A002478,2023-02-27,47024,Approved,28
C002479,P48898,CL04820,A002479,2024-04-20,49759,Rejected,8
C002480,P61309,CL53766,A002480,2024-08-23,30426,Rejected,44
C002481,P82562,CL02060,A002481,2024-06-07,1861,Pending,45
C002482,P16305,CL73880,A002482,2023-10-02,16480,Pending,45
C002483,P81829,CL91801,A002483,2023-05-27,41913,Rejected,25
C002484,P38740,CL84484,A002484,2025-02-14,21868,Rejected,43
C002485,P18518,CL15256,A002485,2025-01-21,22198,Pending,2
C002486,P93237,CL61574,A002486,2023-03-28,11048,Rejected,58
C002487,P58876,CL18055,A002487,2023-09-20,29756,Pending,32
C002488,P36952,CL36548,A002488,2023-10-06,13822,Rejected,9
C002489,P55702,CL31348,A002489,2024-03-12,2293,Rejected,1
C002490,P29839,CL93726,A002490,2023-07-02,40814,Approved,30
C002491,P43315,CL18491,A002491,2023-06-21,2690,Rejected,11
C002492,P72685,CL88930,A002492,2023-03-17,46548,Pending,27
C002493,P42911,CL52998,A002493,2024-04-24,47493,Approved,59
C002494,P87961,CL03222,A002494,2024-08-31,45568,Rejected,35
C002495,P20176,CL76660,A002495,2023-06-21,38762,Pending,55
C002496,P48587,CL81489,A002496,2024-03-28,10179,Pending,51
C002497,P57968,CL07541,A002497,2024-01-22,25973,Rejected,38
C002498,P86973,CL74597,A002498,2024-09-30,21494,Pending,40
C002499,P73900,CL89087,A002499,2023-12-15,12975,Pending,43
C002500,P26873,CL88958,A002500,2023-05-12,29689,Rejected,9
C002501,P33955,CL47771,A002501,2024-09-30,37694,Rejected,41
C002502,P65607,CL83424,A002502,2023-06-09,9269,Pending,20
C002503,P28566,CL01652,A002503,2024-09-17,8625,Pending,20
C002504,P50505,CL42223,A002504,2024-09-28,34281,Pending,29
C002505,P40494,CL20696,A002505,2023-10-25,44137,Pending,10
C002506,P75214,CL21341,A002506,2023-08-03,23474,Pending,41
C002507,P63414,CL29305,A002507,2023-10-12,610,Pending,29
C002508,P63220,CL49147,A002508,2023-10-23,34288,Rejected,29
C002509,P15260,CL22197,A002509,2024-10-13,2158,Pending,11
C002510,P52327,CL70314,A002510,2025-01-12,9757,Approved,33
C002511,P97121,CL40693,A002511,2023-06-05,16121,Approved,55
C002512,P10651,CL02116,A002512,2024-07-18,11637,Pending,5
C002513,P85129,CL23286,A002513,2024-03-28,22689,Approved,42
C002514,P39984,CL08635,A002514,2024-10-06,22179,Approved,58
C002515,P49386,CL27305,A002515,2024-04-13,28689,Approved,45
C002516,P14376,CL07848,A002516,2025-02-03,28596,Rejected,15
C002517,P36718,CL17962,A002517,2024-08-28,22317,Pending,28
C002518,P11901,CL43416,A002518,2023-08-21,37407,Rejected,20
C002519,P92517,CL09217,A002519,2023-06-27,1342,Approved,49
C002520,P75674,CL81561,A002520,2024-06-16,48933,Rejected,55
C002521,P70115,CL34225,A002521,2025-02-16,20346,Approved,19
C002522,P89409,CL82920,A002522,2024-02-20,8797,Pending,51
C002523,P30862,CL92325,A002523,2024-06-10,16487,Rejected,48
C002524,P42526,CL05420,A002524,2024-08-25,662,Approved,11
C002525,P13165,CL33741,A002525,2024-09-25,14449,Pending,54
C002526,P75254,CL19331,A002526,2025-01-07,10092,Rejected,18
C002527,P11128,CL39199,A002527,2024-04-21,9290,Approved,49
C002528,P23533,CL58943,A002528,2024-04-01,9965,Pending,32
C002529,P69563,CL05298,A002529,2024-08-15,32517,Rejected,10
C002530,P11096,CL97134,A002530,2023-11-25,3125,Pending,22
C002531,P88732,CL56109,A002531,2024-05-14,6814,Pending,39
C002532,P37693,CL24512,A002532,2023-09-09,27814,Pending,59
C002533,P47561,CL92367,A002533,2023-06-14,9245,Approved,43
C002534,P43560,CL49589,A002534,2024-09-14,35233,Rejected,51
C002535,P64914,CL62871,A002535,2023-03-24,44342,Pending,18
C002536,P22792,CL47594,A002536,2023-06-05,36426,Pending,59
C002537,P62614,CL20247,A002537,2024-01-27,37202,Pending,6
C002538,P56135,CL28190,A002538,2024-08-24,23842,Pending,36
C002539,P79796,CL97709,A002539,2025-01-07,27193,Pending,55
C002540,P36235,CL86803,A002540,2024-12-18,38128,Approved,50
C002541,P44025,CL77561,A002541,2024-12-19,40522,Rejected,34
C002542,P15494,CL96025,A002542,2024-12-04,26367,Approved,17
C002543,P25334,CL61626,A002543,2023-03-07,37666,Rejected,10
C002544,P32455,CL46509,A002544,2024-06-17,34592,Rejected,33
C002545,P46147,CL46758,A002545,2024-05-05,43587,Pending,9
C002546,P52360,CL35625,A002546,2023-09-05,32758,Pending,37
C002547,P17254,CL73475,A002547,2024-12-28,12094,Pending,36
C002548,P44113,CL92440,A002548,2024-04-26,31627,Rejected,22
C002549,P85931,CL12527,A002549,2024-03-20,4903,Rejected,32
C002550,P32988,CL68062,A002550,2025-01-30,23439,Rejected,53
C002551,P61277,CL77549,A002551,2023-12-13,29427,Rejected,12
C002552,P87139,CL92235,A002552,2023-06-05,29082,Pending,51
C002553,P93850,CL58215,A002553,2023-10-23,20691,Pending,54
C002554,P57330,CL27400,A002554,2023-12-08,2210,Approved,4
C002555,P44735,CL15678,A002555,2024-01-07,11295,Rejected,23
C002556,P71041,CL39448,A002556,2024-03-07,49832,Approved,49
