vehicle_id,accident_id,make,model,year
V001773,A001773,Honda,Field,2003
V001774,A001774,Ford,Final,2012
V001775,A001775,Ford,Party,2022
V001776,A001776,Toyota,News,2017
V001777,A001777,Honda,Feeling,2016
V001778,A001778,Honda,Of,2001
V001779,A001779,Ford,Need,2003
V001780,A001780,Honda,Compare,2001
V001781,A001781,BMW,Kitchen,2009
V001782,A001782,BMW,Size,2002
V001783,A001783,Honda,Seven,2014
V001784,A001784,Honda,Onto,2005
V001785,A001785,Ford,Best,2005
V001786,A001786,Toyota,One,2001
V001787,A001787,BMW,Whatever,2020
V001788,A001788,BMW,Understand,2017
V001789,A001789,Ford,Throw,2004
V001790,A001790,Ford,Physical,2010
V001791,A001791,BMW,Study,2015
V001792,A001792,BMW,Production,2013
V001793,A001793,Ford,Successful,2001
V001794,A001794,Toyota,Open,2015
V001795,A001795,Honda,Billion,2002
V001796,A001796,Toyota,Address,2004
V001797,A001797,Honda,Thus,2017
V001798,A001798,Honda,Allow,2011
V001799,A001799,BMW,Themselves,2000
V001800,A001800,BMW,Shoulder,2009
V001801,A001801,Toyota,Power,2020
V001802,A001802,Toyota,Energy,2012
V001803,A001803,BMW,People,2017
V001804,A001804,Honda,Paper,2013
V001805,A001805,Toyota,Maintain,2018
V001806,A001806,BMW,Rock,2016
V001807,A001807,BMW,End,2020
V001808,A001808,Honda,Pay,2007
V001809,A001809,Honda,Fall,2022
V001810,A001810,Honda,Kitchen,2011
V001811,A001811,Toyota,Church,2020
V001812,A001812,Honda,World,2007
V001813,A001813,Ford,Lead,2003
V001814,A001814,Ford,Also,2003
V001815,A001815,Honda,Prove,2013
V001816,A001816,Ford,Choice,2005
V001817,A001817,BMW,Long,2004
V001818,A001818,Ford,Class,2015
V001819,A001819,Ford,Space,2015
V001820,A001820,Ford,Give,2007
V001821,A001821,Toyota,Everybody,2007
V001822,A001822,Ford,Inside,2010
V001823,A001823,Ford,Increase,2011
V001824,A001824,BMW,Training,2021
V001825,A001825,Toyota,Pretty,2012
V001826,A001826,Honda,Management,2009
V001827,A001827,Ford,Realize,2020
V001828,A001828,Honda,Feeling,2017
V001829,A001829,Ford,Statement,2007
V001830,A001830,BMW,Say,2007
V001831,A001831,Honda,Science,2020
V001832,A001832,BMW,She,2018
V001833,A001833,BMW,Respond,2023
V001834,A001834,Ford,Reality,2009
V001835,A001835,Honda,Teach,2015
V001836,A001836,Ford,Court,2004
V001837,A001837,Ford,It,2019
V001838,A001838,Ford,Really,2018
V001839,A001839,BMW,Might,2020
V001840,A001840,Toyota,Government,2004
V001841,A001841,BMW,Late,2009
V001842,A001842,Toyota,Here,2005
V001843,A001843,Ford,Hour,2006
V001844,A001844,Honda,Might,2021
V001845,A001845,Ford,Check,2004
V001846,A001846,Toyota,Say,2019
V001847,A001847,BMW,Any,2003
V001848,A001848,BMW,Position,2004
V001849,A001849,BMW,Speak,2023
V001850,A001850,Honda,Affect,2009
V001851,A001851,BMW,Chance,2014
V001852,A001852,Ford,Else,2010
V001853,A001853,Toyota,Enter,2010
V001854,A001854,BMW,Seat,2006
V001855,A001855,BMW,Wish,2009
V001856,A001856,Toyota,Here,2021
V001857,A001857,Toyota,Middle,2000
V001858,A001858,Toyota,Stay,2004
V001859,A001859,BMW,Stuff,2004
V001860,A001860,Ford,Industry,2003
V001861,A001861,BMW,Teach,2012
V001862,A001862,Toyota,Perhaps,2012
V001863,A001863,BMW,Product,2009
V001864,A001864,Honda,Ever,2010
V001865,A001865,BMW,Catch,2005
V001866,A001866,Honda,Eat,2003
V001867,A001867,Toyota,Feel,2018
V001868,A001868,Ford,Into,2005
V001869,A001869,Honda,Sport,2015
V001870,A001870,Toyota,Want,2006
V001871,A001871,BMW,Might,2016
V001872,A001872,BMW,Bar,2009
V001873,A001873,BMW,Management,2022
V001874,A001874,Toyota,Care,2014
V001875,A001875,BMW,Recently,2020
V001876,A001876,Toyota,Fine,2015
V001877,A001877,Ford,Cut,2023
V001878,A001878,Honda,Bar,2007
V001879,A001879,Honda,Black,2004
V001880,A001880,Ford,Finish,2003
V001881,A001881,Ford,Sure,2005
V001882,A001882,Ford,Wind,2001
V001883,A001883,Ford,Perhaps,2014
V001884,A001884,Ford,Spend,2014
V001885,A001885,BMW,Heavy,2010
V001886,A001886,BMW,Every,2002
V001887,A001887,Honda,Everything,2001
V001888,A001888,Honda,Official,2015
V001889,A001889,Toyota,Speech,2021
V001890,A001890,BMW,Whose,2020
V001891,A001891,Toyota,Society,2000
V001892,A001892,BMW,Suggest,2002
V001893,A001893,Honda,Account,2006
V001894,A001894,Honda,Rate,2004
V001895,A001895,Honda,Cold,2018
V001896,A001896,BMW,White,2020
V001897,A001897,BMW,Mouth,2007
V001898,A001898,Ford,Bill,2000
V001899,A001899,Honda,Year,2023
V001900,A001900,Honda,Year,2011
V001901,A001901,Ford,Bring,2010
V001902,A001902,Toyota,Let,2022
V001903,A001903,Honda,Early,2001
V001904,A001904,Toyota,Police,2009
V001905,A001905,Ford,Politics,2002
V001906,A001906,Toyota,Management,2014
V001907,A001907,Ford,Federal,2006
V001908,A001908,Honda,Another,2020
V001909,A001909,Toyota,Lot,2001
V001910,A001910,Toyota,Best,2001
V001911,A001911,BMW,Bag,2023
V001912,A001912,Honda,Happen,2020
V001913,A001913,Honda,Happen,2021
V001914,A001914,Ford,Natural,2019
V001915,A001915,BMW,Describe,2020
V001916,A001916,BMW,Car,2006
V001917,A001917,Honda,New,2005
V001918,A001918,Toyota,Whole,2016
V001919,A001919,BMW,Enough,2019
V001920,A001920,Ford,Blue,2022
V001921,A001921,Toyota,Vote,2018
V001922,A001922,BMW,Out,2014
V001923,A001923,Honda,Mr,2004
V001924,A001924,Honda,Main,2014
V001925,A001925,Ford,Bed,2004
V001926,A001926,BMW,Save,2023
V001927,A001927,Honda,Reality,2023
V001928,A001928,Toyota,Charge,2002
V001929,A001929,BMW,Ever,2017
V001930,A001930,BMW,Talk,2023
V001931,A001931,Honda,Data,2008
V001932,A001932,Honda,Money,2021
V001933,A001933,Honda,Source,2021
V001934,A001934,BMW,Home,2020
V001935,A001935,BMW,Drug,2022
V001936,A001936,Honda,Effort,2000
V001937,A001937,Ford,Part,2020
V001938,A001938,Toyota,Citizen,2021
V001939,A001939,Ford,Light,2012
V001940,A001940,Toyota,Ask,2012
V001941,A001941,Ford,Fish,2013
V001942,A001942,Ford,Own,2007
V001943,A001943,Honda,Enter,2022
V001944,A001944,Toyota,News,2017
V001945,A001945,Honda,Front,2017
V001946,A001946,Toyota,Between,2000
V001947,A001947,Toyota,Author,2006
V001948,A001948,Toyota,While,2018
V001949,A001949,BMW,Physical,2014
V001950,A001950,Ford,Ground,2016
V001951,A001951,Ford,Onto,2013
V001952,A001952,Toyota,Draw,2014
V001953,A001953,Toyota,Evidence,2021
V001954,A001954,Honda,Size,2018
V001955,A001955,Honda,Let,2007
V001956,A001956,Honda,Position,2014
V001957,A001957,Ford,Feeling,2016
V001958,A001958,BMW,Now,2021
V001959,A001959,BMW,Word,2010
V001960,A001960,BMW,Trade,2011
V001961,A001961,Toyota,Second,2012
V001962,A001962,Toyota,Up,2000
V001963,A001963,Honda,Knowledge,2006
V001964,A001964,BMW,Near,2005
V001965,A001965,BMW,Style,2015
V001966,A001966,Ford,Together,2022
V001967,A001967,BMW,Ago,2022
V001968,A001968,Ford,Pretty,2006
V001969,A001969,BMW,Glass,2008
V001970,A001970,Toyota,Gas,2019
V001971,A001971,Honda,Employee,2011
V001972,A001972,Toyota,Go,2013
V001973,A001973,Toyota,Boy,2003
V001974,A001974,BMW,Fund,2016
V001975,A001975,Honda,Rest,2021
V001976,A001976,BMW,Campaign,2012
V001977,A001977,Ford,Guess,2016
V001978,A001978,BMW,Himself,2014
V001979,A001979,Ford,Trial,2006
V001980,A001980,Ford,Though,2018
V001981,A001981,BMW,Keep,2011
V001982,A001982,Honda,Or,2013
V001983,A001983,BMW,Run,2010
V001984,A001984,BMW,Billion,2007
V001985,A001985,Honda,Rest,2011
V001986,A001986,Honda,Great,2003
V001987,A001987,Ford,Second,2015
V001988,A001988,Toyota,Executive,2014
V001989,A001989,Honda,Company,2021
V001990,A001990,Ford,Else,2016
V001991,A001991,Honda,Rich,2011
V001992,A001992,Ford,Want,2018
V001993,A001993,Ford,East,2022
V001994,A001994,Ford,Past,2012
V001995,A001995,Ford,Girl,2007
V001996,A001996,BMW,Arm,2006
V001997,A001997,BMW,Join,2017
V001998,A001998,Ford,Future,2001
V001999,A001999,Honda,Training,2004
V002000,A002000,BMW,Tax,2017
V002001,A002001,Ford,Bag,2010
V002002,A002002,Toyota,Medical,2023
V002003,A002003,BMW,Order,2023
V002004,A002004,Honda,Have,2020
V002005,A002005,Toyota,Social,2022
V002006,A002006,Toyota,Arm,2001
V002007,A002007,Ford,Talk,2012
V002008,A002008,Toyota,College,2001
V002009,A002009,Honda,Remain,2014
V002010,A002010,Toyota,Dream,2012
V002011,A002011,Ford,Sing,2009
V002012,A002012,Ford,Produce,2020
V002013,A002013,Honda,National,2006
V002014,A002014,Toyota,Everybody,2019
V002015,A002015,Honda,Page,2006
V002016,A002016,BMW,Detail,2006
V002017,A002017,Ford,Next,2002
V002018,A002018,Toyota,Teacher,2007
V002019,A002019,Toyota,Artist,2009
V002020,A002020,BMW,Few,2015
V002021,A002021,BMW,Third,2020
V002022,A002022,Ford,Part,2009
V002023,A002023,BMW,Likely,2002
V002024,A002024,Ford,Product,2004
V002025,A002025,BMW,Kitchen,2002
V002026,A002026,BMW,Common,2005
V002027,A002027,BMW,Degree,2000
V002028,A002028,Toyota,Risk,2004
V002029,A002029,Honda,Any,2002
V002030,A002030,BMW,Impact,2007
V002031,A002031,BMW,Movie,2017
V002032,A002032,Honda,Democratic,2000
V002033,A002033,BMW,First,2010
V002034,A002034,Toyota,Career,2005
V002035,A002035,Toyota,Town,2003
V002036,A002036,Honda,Least,2014
V002037,A002037,BMW,Usually,2017
V002038,A002038,BMW,Ball,2008
V002039,A002039,Honda,Hospital,2018
V002040,A002040,BMW,Example,2016
V002041,A002041,Toyota,Support,2021
V002042,A002042,Toyota,Risk,2016
V002043,A002043,Toyota,Enough,2016
V002044,A002044,Ford,Value,2018
V002045,A002045,Ford,Manager,2018
V002046,A002046,Toyota,Political,2004
V002047,A002047,Ford,Blood,2008
V002048,A002048,Ford,Democratic,2017
V002049,A002049,Toyota,Quality,2017
V002050,A002050,BMW,American,2000
V002051,A002051,Ford,Deep,2008
V002052,A002052,Honda,Herself,2005
V002053,A002053,BMW,Administration,2008
V002054,A002054,Toyota,Agree,2015
V002055,A002055,Honda,Politics,2023
V002056,A002056,Honda,Enter,2003
V002057,A002057,Ford,War,2019
V002058,A002058,Honda,East,2000
V002059,A002059,BMW,Build,2022
V002060,A002060,Toyota,Book,2014
V002061,A002061,Ford,Professional,2000
V002062,A002062,BMW,Available,2012
V002063,A002063,Honda,Edge,2013
V002064,A002064,Honda,Seem,2015
V002065,A002065,BMW,Mean,2011
V002066,A002066,Ford,North,2019
V002067,A002067,Honda,Price,2020
V002068,A002068,BMW,Safe,2022
V002069,A002069,BMW,Choose,2018
V002070,A002070,Toyota,Hold,2002
V002071,A002071,Ford,Quite,2000
V002072,A002072,BMW,Democrat,2019
V002073,A002073,Ford,Arrive,2008
V002074,A002074,Ford,Budget,2005
V002075,A002075,Toyota,Child,2016
V002076,A002076,BMW,Book,2010
V002077,A002077,BMW,From,2007
V002078,A002078,Honda,Product,2023
V002079,A002079,Ford,Make,2022
V002080,A002080,Toyota,Win,2020
V002081,A002081,BMW,Understand,2003
V002082,A002082,BMW,Southern,2005
V002083,A002083,Honda,Say,2014
V002084,A002084,BMW,Third,2007
V002085,A002085,Honda,Particular,2017
V002086,A002086,Honda,Hospital,2022
V002087,A002087,Ford,Try,2018
V002088,A002088,Toyota,Go,2014
V002089,A002089,Ford,Morning,2022
V002090,A002090,Honda,Military,2023
V002091,A002091,Toyota,Year,2020
V002092,A002092,BMW,Blood,2009
V002093,A002093,Ford,Style,2020
V002094,A002094,BMW,How,2004
V002095,A002095,BMW,New,2007
V002096,A002096,Ford,See,2010
V002097,A002097,Honda,Claim,2017
V002098,A002098,Toyota,Guy,2005
V002099,A002099,Honda,Recent,2010
V002100,A002100,Toyota,Walk,2006
V002101,A002101,Toyota,Pass,2018
V002102,A002102,Honda,Their,2010
V002103,A002103,BMW,Republican,2011
V002104,A002104,BMW,Ability,2016
V002105,A002105,Ford,Clear,2005
V002106,A002106,BMW,Deal,2001
V002107,A002107,Ford,Themselves,2015
V002108,A002108,Ford,Family,2013
V002109,A002109,Honda,Must,2017
V002110,A002110,Honda,National,2023
V002111,A002111,Ford,Item,2016
V002112,A002112,Honda,Idea,2006
V002113,A002113,BMW,Up,2020
V002114,A002114,Ford,Believe,2023
V002115,A002115,Honda,Mr,2019
V002116,A002116,Honda,Produce,2005
V002117,A002117,Toyota,Determine,2010
V002118,A002118,Toyota,During,2012
V002119,A002119,Toyota,Fear,2021
V002120,A002120,BMW,Experience,2006
V002121,A002121,BMW,Professional,2005
V002122,A002122,Honda,Fire,2016
V002123,A002123,Toyota,Stop,2011
V002124,A002124,Toyota,Reflect,2019
V002125,A002125,Ford,Soon,2016
V002126,A002126,BMW,Call,2008
V002127,A002127,Toyota,Those,2007
V002128,A002128,Ford,Herself,2015
V002129,A002129,Honda,Good,2021
V002130,A002130,Ford,Available,2008
V002131,A002131,Toyota,Sit,2007
V002132,A002132,Toyota,Oil,2000
V002133,A002133,Honda,Figure,2013
V002134,A002134,BMW,Last,2015
V002135,A002135,BMW,Page,2016
V002136,A002136,BMW,Real,2012
V002137,A002137,BMW,Source,2017
V002138,A002138,BMW,Quite,2008
V002139,A002139,Honda,Seven,2013
V002140,A002140,Ford,Only,2007
V002141,A002141,Ford,Modern,2016
V002142,A002142,Honda,Thank,2011
V002143,A002143,Honda,Letter,2000
V002144,A002144,Honda,Consumer,2006
V002145,A002145,Honda,History,2017
V002146,A002146,BMW,Eat,2019
V002147,A002147,Toyota,Garden,2010
V002148,A002148,Toyota,Detail,2006
V002149,A002149,Honda,Man,2008
V002150,A002150,Honda,Tax,2006
V002151,A002151,BMW,Within,2019
V002152,A002152,Ford,Action,2018
V002153,A002153,BMW,Past,2013
V002154,A002154,BMW,Phone,2006
V002155,A002155,BMW,Necessary,2000
V002156,A002156,Honda,Approach,2019
V002157,A002157,Honda,Involve,2015
V002158,A002158,Honda,Guy,2023
V002159,A002159,Honda,History,2018
V002160,A002160,BMW,Room,2022
V002161,A002161,Toyota,Save,2009
V002162,A002162,Ford,Include,2013
V002163,A002163,Honda,Cultural,2012
V002164,A002164,Ford,On,2011
V002165,A002165,BMW,Together,2012
V002166,A002166,Honda,Look,2005
V002167,A002167,Ford,Modern,2006
V002168,A002168,BMW,Health,2011
V002169,A002169,Honda,Place,2005
V002170,A002170,Honda,All,2016
V002171,A002171,Toyota,That,2000
V002172,A002172,Honda,On,2011
V002173,A002173,Honda,Help,2023
V002174,A002174,BMW,Wait,2019
V002175,A002175,Ford,Five,2001
V002176,A002176,BMW,Fall,2009
V002177,A002177,BMW,Sort,2012
V002178,A002178,Honda,Address,2014
V002179,A002179,BMW,Investment,2015
V002180,A002180,Ford,Amount,2022
V002181,A002181,Honda,Word,2023
V002182,A002182,Toyota,Area,2015
V002183,A002183,Toyota,Cup,2013
V002184,A002184,Ford,Establish,2016
V002185,A002185,BMW,Discuss,2023
V002186,A002186,Toyota,Score,2019
V002187,A002187,Honda,They,2008
V002188,A002188,Ford,Successful,2018
V002189,A002189,Honda,Staff,2014
V002190,A002190,BMW,Source,2017
V002191,A002191,Toyota,Increase,2016
V002192,A002192,Ford,Environmental,2006
V002193,A002193,Ford,Former,2023
V002194,A002194,BMW,Girl,2003
V002195,A002195,Toyota,Option,2001
V002196,A002196,Ford,Position,2013
V002197,A002197,Toyota,Report,2009
V002198,A002198,BMW,If,2012
V002199,A002199,BMW,Everything,2010
V002200,A002200,Honda,Improve,2006
V002201,A002201,Honda,Benefit,2002
V002202,A002202,Honda,Watch,2013
V002203,A002203,Toyota,Fine,2020
V002204,A002204,Honda,Talk,2012
V002205,A002205,BMW,Treat,2016
V002206,A002206,Honda,Laugh,2003
V002207,A002207,Ford,Growth,2010
V002208,A002208,Honda,Development,2008
V002209,A002209,Honda,Fire,2013
V002210,A002210,Honda,Light,2010
V002211,A002211,Toyota,Matter,2012
V002212,A002212,Toyota,Customer,2010
V002213,A002213,Toyota,Work,2009
V002214,A002214,BMW,Theory,2022
V002215,A002215,Toyota,Region,2014
V002216,A002216,BMW,Building,2018
V002217,A002217,Ford,Other,2019
V002218,A002218,Toyota,Watch,2017
V002219,A002219,Toyota,Hold,2019
V002220,A002220,Toyota,Police,2016
V002221,A002221,BMW,Only,2018
V002222,A002222,Ford,Draw,2005
V002223,A002223,Ford,Street,2020
V002224,A002224,BMW,Stock,2004
V002225,A002225,Ford,Couple,2002
V002226,A002226,Honda,Need,2010
V002227,A002227,Toyota,Above,2009
V002228,A002228,Toyota,Leg,2017
V002229,A002229,BMW,Letter,2009
V002230,A002230,BMW,House,2003
V002231,A002231,Ford,Concern,2009
V002232,A002232,Ford,Threat,2003
V002233,A002233,BMW,Reduce,2002
V002234,A002234,Ford,Example,2014
V002235,A002235,Honda,Set,2018
V002236,A002236,Ford,Contain,2005
V002237,A002237,Honda,Speak,2010
V002238,A002238,Ford,Happen,2010
V002239,A002239,Honda,Phone,2020
V002240,A002240,Honda,Executive,2012
V002241,A002241,Honda,Material,2010
V002242,A002242,Ford,Already,2003
V002243,A002243,Honda,Season,2022
V002244,A002244,Ford,List,2005
V002245,A002245,Ford,Risk,2012
V002246,A002246,Ford,Hotel,2006
V002247,A002247,BMW,Administration,2023
V002248,A002248,Toyota,Mind,2001
V002249,A002249,Ford,Relate,2002
V002250,A002250,Honda,Full,2019
V002251,A002251,Toyota,Minute,2002
V002252,A002252,BMW,Enter,2005
V002253,A002253,Ford,All,2008
V002254,A002254,Honda,Choose,2017
V002255,A002255,BMW,Like,2019
V002256,A002256,Honda,Painting,2023
V002257,A002257,Honda,Room,2009
V002258,A002258,BMW,Analysis,2023
V002259,A002259,BMW,Throughout,2007
V002260,A002260,Ford,Example,2007
V002261,A002261,BMW,Paper,2015
V002262,A002262,Honda,Care,2016
V002263,A002263,BMW,Month,2013
V002264,A002264,Ford,Light,2003
V002265,A002265,Honda,Describe,2016
V002266,A002266,Honda,Source,2010
V002267,A002267,Honda,Night,2021
V002268,A002268,Ford,Great,2010
V002269,A002269,Ford,Large,2004
V002270,A002270,BMW,Resource,2023
V002271,A002271,BMW,Measure,2003
V002272,A002272,Honda,Hand,2004
V002273,A002273,Ford,All,2022
V002274,A002274,Toyota,Drug,2012
V002275,A002275,Toyota,North,2020
V002276,A002276,Toyota,Design,2006
V002277,A002277,Honda,From,2004
V002278,A002278,Toyota,None,2013
V002279,A002279,Honda,Rock,2018
V002280,A002280,Toyota,Hour,2022
V002281,A002281,Toyota,By,2020
V002282,A002282,BMW,Grow,2009
V002283,A002283,Toyota,Card,2002
V002284,A002284,Honda,War,2012
V002285,A002285,BMW,Wind,2014
V002286,A002286,Honda,Soon,2001
V002287,A002287,Honda,Usually,2007
V002288,A002288,BMW,List,2022
V002289,A002289,Ford,Data,2012
V002290,A002290,Honda,Tv,2019
V002291,A002291,BMW,Responsibility,2017
V002292,A002292,BMW,Since,2002
V002293,A002293,Honda,Environmental,2005
V002294,A002294,BMW,System,2018
V002295,A002295,Ford,Difficult,2014
V002296,A002296,Toyota,Until,2003
V002297,A002297,BMW,Station,2008
V002298,A002298,Honda,Skin,2012
V002299,A002299,Honda,Herself,2015
V002300,A002300,Honda,Staff,2012
V002301,A002301,Toyota,Laugh,2007
V002302,A002302,BMW,Project,2011
V002303,A002303,BMW,Forward,2010
V002304,A002304,Toyota,Play,2004
V002305,A002305,BMW,Both,2020
V002306,A002306,Ford,Tv,2003
V002307,A002307,Ford,Mean,2003
V002308,A002308,Ford,Success,2013
V002309,A002309,Toyota,Old,2009
V002310,A002310,Honda,Help,2009
V002311,A002311,BMW,Hour,2016
V002312,A002312,Honda,Certain,2018
V002313,A002313,BMW,Result,2007
V002314,A002314,Toyota,Tree,2005
V002315,A002315,Honda,Sound,2008
V002316,A002316,BMW,Condition,2000
V002317,A002317,Toyota,Heart,2011
V002318,A002318,Ford,Exist,2015
V002319,A002319,Toyota,Music,2021
V002320,A002320,Toyota,Glass,2007
V002321,A002321,Toyota,Trouble,2011
V002322,A002322,BMW,Concern,2002
V002323,A002323,Ford,Relate,2005
V002324,A002324,Ford,Hour,2016
V002325,A002325,BMW,Doctor,2013
V002326,A002326,Ford,Morning,2005
V002327,A002327,Toyota,Relate,2004
V002328,A002328,Ford,Weight,2003
V002329,A002329,Honda,Do,2013
V002330,A002330,Toyota,Century,2006
V002331,A002331,BMW,Show,2004
V002332,A002332,BMW,Research,2009
V002333,A002333,Toyota,None,2012
V002334,A002334,Honda,Defense,2015
V002335,A002335,Ford,List,2023
V002336,A002336,BMW,Prove,2019
V002337,A002337,Ford,Common,2018
V002338,A002338,Ford,Billion,2004
V002339,A002339,Honda,Perhaps,2010
V002340,A002340,BMW,Miss,2020
V002341,A002341,Honda,Yourself,2023
V002342,A002342,Ford,Source,2022
V002343,A002343,Honda,Protect,2017
V002344,A002344,Toyota,Member,2018
V002345,A002345,Toyota,Building,2017
V002346,A002346,Ford,Society,2010
V002347,A002347,Honda,Budget,2007
V002348,A002348,BMW,North,2016
V002349,A002349,BMW,Consider,2015
V002350,A002350,BMW,Science,2013
V002351,A002351,Honda,Agree,2002
V002352,A002352,BMW,Phone,2021
V002353,A002353,Toyota,Themselves,2013
V002354,A002354,Toyota,Radio,2011
V002355,A002355,Honda,Worker,2012
V002356,A002356,Toyota,Thousand,2022
V002357,A002357,Honda,Main,2012
V002358,A002358,BMW,Almost,2019
V002359,A002359,Toyota,Skin,2020
V002360,A002360,Ford,Woman,2019
V002361,A002361,Honda,Really,2014
V002362,A002362,Honda,Investment,2015
V002363,A002363,Toyota,Between,2002
V002364,A002364,Honda,American,2006
V002365,A002365,BMW,Argue,2007
V002366,A002366,Toyota,Positive,2003
V002367,A002367,Ford,Defense,2022
V002368,A002368,BMW,Whatever,2005
V002369,A002369,Ford,Be,2010
V002370,A002370,Toyota,Outside,2016
V002371,A002371,Honda,Structure,2000
V002372,A002372,Ford,Foreign,2008
V002373,A002373,Honda,Ever,2019
V002374,A002374,Ford,Arrive,2010
V002375,A002375,BMW,Other,2000
V002376,A002376,Honda,Ahead,2016
V002377,A002377,BMW,Tell,2009
V002378,A002378,Ford,Prove,2010
V002379,A002379,Toyota,Know,2006
V002380,A002380,Ford,Successful,2007
V002381,A002381,Toyota,Pattern,2004
V002382,A002382,Honda,Operation,2015
V002383,A002383,Ford,Professional,2015
V002384,A002384,Honda,Beautiful,2018
V002385,A002385,BMW,View,2011
V002386,A002386,Honda,Happy,2001
V002387,A002387,Honda,Dark,2015
V002388,A002388,Ford,Be,2014
V002389,A002389,Ford,It,2017
V002390,A002390,Honda,Order,2020
V002391,A002391,Honda,Foreign,2015
V002392,A002392,Ford,Fast,2000
V002393,A002393,Toyota,Up,2017
V002394,A002394,BMW,Many,2001
V002395,A002395,Honda,Black,2020
V002396,A002396,Ford,Above,2006
V002397,A002397,Honda,Middle,2009
V002398,A002398,BMW,Strong,2009
V002399,A002399,BMW,Thank,2003
V002400,A002400,Honda,System,2010
V002401,A002401,Honda,Baby,2001
V002402,A002402,Ford,Success,2021
V002403,A002403,Honda,Page,2005
V002404,A002404,Honda,Visit,2023
V002405,A002405,Honda,Message,2002
V002406,A002406,Ford,Student,2000
V002407,A002407,Toyota,Person,2011
V002408,A002408,Honda,Check,2010
V002409,A002409,BMW,Reduce,2021
V002410,A002410,BMW,Business,2017
V002411,A002411,BMW,Major,2021
V002412,A002412,Ford,Modern,2007
V002413,A002413,BMW,Act,2004
V002414,A002414,BMW,Occur,2021
V002415,A002415,Honda,Ready,2004
V002416,A002416,Toyota,Through,2003
V002417,A002417,Honda,Reduce,2015
V002418,A002418,Honda,Everyone,2010
V002419,A002419,BMW,Too,2001
V002420,A002420,Honda,Important,2009
V002421,A002421,Ford,Energy,2021
V002422,A002422,Honda,You,2016
V002423,A002423,Ford,Opportunity,2007
V002424,A002424,Honda,Staff,2011
V002425,A002425,Toyota,Somebody,2020
V002426,A002426,Honda,Rock,2009
V002427,A002427,BMW,Eight,2019
V002428,A002428,BMW,Several,2004
V002429,A002429,BMW,Local,2016
V002430,A002430,Toyota,Thus,2021
V002431,A002431,Ford,Nearly,2009
V002432,A002432,Ford,Down,2007
V002433,A002433,Honda,Sign,2015
V002434,A002434,Honda,Base,2011
V002435,A002435,Ford,Benefit,2005
V002436,A002436,Ford,Wonder,2017
V002437,A002437,Honda,Offer,2005
V002438,A002438,BMW,Activity,2022
V002439,A002439,BMW,Paper,2002
V002440,A002440,Toyota,Course,2013
V002441,A002441,Ford,Believe,2014
V002442,A002442,Honda,Arm,2022
V002443,A002443,Ford,Question,2013
V002444,A002444,Honda,Road,2022
V002445,A002445,Ford,Fact,2015
V002446,A002446,BMW,Group,2020
V002447,A002447,BMW,Fire,2012
V002448,A002448,BMW,Western,2005
V002449,A002449,Honda,Activity,2023
V002450,A002450,Ford,Help,2019
V002451,A002451,BMW,Nation,2003
V002452,A002452,BMW,Strong,2010
V002453,A002453,Honda,Break,2011
V002454,A002454,Honda,Note,2019
V002455,A002455,BMW,Allow,2005
V002456,A002456,Honda,Source,2008
V002457,A002457,BMW,He,2022
V002458,A002458,Honda,Interesting,2004
V002459,A002459,Toyota,Commercial,2016
V002460,A002460,Ford,Prove,2016
V002461,A002461,Honda,Business,2009
V002462,A002462,Ford,However,2019
V002463,A002463,Ford,Movie,2015
V002464,A002464,Ford,Local,2011
V002465,A002465,Toyota,Property,2002
V002466,A002466,Toyota,Pretty,2018
V002467,A002467,BMW,Wife,2013
V002468,A002468,Toyota,Writer,2008
V002469,A002469,Ford,Especially,2004
V002470,A002470,Toyota,Two,2005
V002471,A002471,Toyota,Newspaper,2005
V002472,A002472,Ford,Fine,2018
V002473,A002473,Toyota,Energy,2010
V002474,A002474,Honda,Parent,2018
V002475,A002475,Toyota,Tough,2017
V002476,A002476,BMW,Laugh,2021
V002477,A002477,Ford,Defense,2012
V002478,A002478,Toyota,Worker,2007
V002479,A002479,BMW,Money,2010
V002480,A002480,Honda,Opportunity,2022
V002481,A002481,Honda,Material,2020
V002482,A002482,Toyota,Play,2011
V002483,A002483,Honda,Market,2000
V002484,A002484,Ford,Film,2004
V002485,A002485,Toyota,None,2002
V002486,A002486,BMW,Success,2017
V002487,A002487,Ford,Down,2022
V002488,A002488,Ford,Behavior,2021
V002489,A002489,Toyota,Book,2004
V002490,A002490,Ford,Receive,2003
V002491,A002491,Toyota,Result,2021
V002492,A002492,Toyota,Should,2022
V002493,A002493,Ford,Suffer,2012
V002494,A002494,BMW,Account,2021
V002495,A002495,Honda,Film,2020
V002496,A002496,Honda,Modern,2012
V002497,A002497,Ford,Matter,2014
V002498,A002498,Toyota,Better,2022
V002499,A002499,Ford,Small,2016
V002500,A002500,Toyota,Reach,2012
V002501,A002501,BMW,Partner,2023
V002502,A002502,Toyota,Brother,2005
V002503,A002503,Ford,Allow,2009
V002504,A002504,Honda,Beyond,2015
V002505,A002505,Honda,Just,2003
V002506,A002506,Ford,Next,2022
V002507,A002507,BMW,Anyone,2009
V002508,A002508,BMW,Law,2007
V002509,A002509,Ford,News,2003
V002510,A002510,Honda,Child,2018
V002511,A002511,BMW,Long,2020
V002512,A002512,Honda,Social,2006
V002513,A002513,Toyota,Bank,2003
V002514,A002514,Toyota,Recent,2005
V002515,A002515,Ford,Bring,2003
