claim_id,accident_id,claimant_id,vehicle_id,policy_id_y,claim_date,claim_amount,status,processing_days
C001185,A001185,CL86971,V001185,P96417,2024-09-09,10256,Rejected,28
C001186,A001186,CL30806,V001186,P69024,2023-07-06,17691,Rejected,56
C001187,A001187,CL55907,V001187,P94927,2025-01-15,4414,Rejected,36
C001188,A001188,CL36120,V001188,P68909,2024-09-23,36916,Pending,51
C001189,A001189,CL35222,V001189,P48856,2024-08-16,24068,Pending,29
C001190,A001190,CL72812,V001190,P38826,2023-06-08,10166,Approved,47
C001191,A001191,CL94042,V001191,P92241,2023-08-21,21312,Rejected,57
C001192,A001192,CL96391,V001192,P53351,2024-06-04,28541,Approved,16
C001193,A001193,CL17706,V001193,P29691,2024-08-20,10422,Pending,10
C001194,A001194,CL31913,V001194,P73844,2024-06-17,25189,Approved,26
C001195,A001195,CL36935,V001195,P49461,2024-07-21,48579,Rejected,50
C001196,A001196,CL95512,V001196,P72727,2023-05-22,22497,Approved,44
C001197,A001197,CL05400,V001197,P95718,2024-07-27,11605,Approved,7
C001198,A001198,CL16829,V001198,P29093,2024-12-16,13190,Pending,38
C001199,A001199,CL58117,V001199,P14420,2024-05-02,10890,Pending,21
C001200,A001200,CL39178,V001200,P10323,2024-08-06,23245,Approved,28
C001201,A001201,CL82125,V001201,P33267,2023-08-11,20875,Approved,22
C001202,A001202,CL29957,V001202,P46031,2025-01-06,41335,Approved,43
C001203,A001203,CL91422,V001203,P92488,2024-05-08,11483,Pending,18
C001204,A001204,CL25757,V001204,P52958,2025-02-25,17822,Rejected,4
C001205,A001205,CL25962,V001205,P16735,2023-07-25,14069,Pending,30
C001206,A001206,CL54980,V001206,P20725,2023-03-26,38276,Rejected,53
C001207,A001207,CL18201,V001207,P43018,2023-12-19,17897,Approved,52
C001208,A001208,CL83567,V001208,P53507,2023-09-24,5593,Pending,37
C001209,A001209,CL80647,V001209,P12475,2024-05-16,12373,Rejected,42
C001210,A001210,CL83468,V001210,P78743,2023-12-06,46058,Pending,7
C001211,A001211,CL29369,V001211,P44068,2024-12-28,11844,Approved,25
C001212,A001212,CL20770,V001212,P47930,2024-01-03,7529,Pending,34
C001213,A001213,CL50442,V001213,P83526,2025-02-12,22713,Pending,37
C001214,A001214,CL23804,V001214,P56350,2023-06-12,22652,Rejected,30
C001215,A001215,CL22492,V001215,P99033,2024-04-16,12454,Approved,31
C001216,A001216,CL63123,V001216,P94956,2024-04-17,638,Rejected,54
C001217,A001217,CL31214,V001217,P63513,2024-11-27,18325,Approved,37
C001218,A001218,CL77575,V001218,P78966,2023-12-20,35571,Approved,2
C001219,A001219,CL54241,V001219,P69437,2023-09-25,27517,Approved,46
C001220,A001220,CL37416,V001220,P82724,2024-11-11,14068,Approved,8
C001221,A001221,CL24536,V001221,P32936,2025-02-25,29728,Approved,57
C001222,A001222,CL30197,V001222,P74098,2023-11-20,49032,Approved,10
C001223,A001223,CL75839,V001223,P44590,2023-12-05,2427,Rejected,34
C001224,A001224,CL75882,V001224,P21685,2024-06-16,21763,Rejected,34
C001225,A001225,CL45077,V001225,P49050,2025-01-27,34123,Approved,44
C001226,A001226,CL51900,V001226,P66249,2023-10-27,33847,Approved,26
C001227,A001227,CL72065,V001227,P19336,2024-04-14,43277,Rejected,5
C001228,A001228,CL04162,V001228,P33127,2023-07-02,49439,Rejected,56
C001229,A001229,CL82409,V001229,P73721,2025-01-27,44283,Pending,36
C001230,A001230,CL72692,V001230,P12292,2023-12-21,15602,Rejected,21
C001231,A001231,CL02498,V001231,P19963,2024-07-28,25183,Pending,31
C001232,A001232,CL22899,V001232,P47928,2024-02-29,7030,Rejected,42
C001233,A001233,CL08547,V001233,P59924,2023-12-01,23280,Pending,6
C001234,A001234,CL55481,V001234,P90610,2024-10-17,28336,Rejected,20
C001235,A001235,CL73755,V001235,P19162,2023-12-07,732,Rejected,46
C001236,A001236,CL61446,V001236,P13044,2023-09-21,24113,Pending,56
C001237,A001237,CL80935,V001237,P52292,2023-11-08,49042,Rejected,3
C001238,A001238,CL78162,V001238,P19855,2024-09-03,18177,Rejected,43
C001239,A001239,CL47014,V001239,P62337,2024-03-16,36609,Rejected,26
C001240,A001240,CL84738,V001240,P13827,2024-02-13,3789,Approved,54
C001241,A001241,CL74059,V001241,P81802,2023-09-14,41817,Approved,4
C001242,A001242,CL29282,V001242,P61578,2023-05-06,42073,Pending,52
C001243,A001243,CL11760,V001243,P77845,2023-11-01,1686,Rejected,22
C001244,A001244,CL14757,V001244,P27262,2024-10-30,27570,Rejected,21
C001245,A001245,CL88410,V001245,P82618,2024-01-15,26763,Pending,51
C001246,A001246,CL78561,V001246,P50290,2023-06-05,5407,Approved,10
C001247,A001247,CL51631,V001247,P82955,2023-06-26,35652,Rejected,9
C001248,A001248,CL48401,V001248,P48647,2024-01-10,47438,Approved,35
C001249,A001249,CL83192,V001249,P22383,2024-12-09,35249,Pending,32
C001250,A001250,CL96302,V001250,P76135,2024-03-14,22116,Pending,47
C001251,A001251,CL67931,V001251,P37233,2025-01-22,43182,Approved,38
C001252,A001252,CL96051,V001252,P92249,2023-10-09,39877,Rejected,6
C001253,A001253,CL12514,V001253,P17677,2024-04-12,18593,Rejected,21
C001254,A001254,CL93872,V001254,P99226,2024-07-06,47955,Pending,15
C001255,A001255,CL28634,V001255,P98933,2024-02-09,6009,Approved,35
C001256,A001256,CL73599,V001256,P82475,2023-04-18,17813,Pending,52
C001257,A001257,CL29553,V001257,P38646,2023-05-17,46052,Pending,39
C001258,A001258,CL11412,V001258,P29555,2023-12-24,44952,Rejected,57
C001259,A001259,CL15012,V001259,P40830,2024-06-18,11133,Approved,36
C001260,A001260,CL06907,V001260,P66968,2023-09-23,40964,Pending,33
C001261,A001261,CL41104,V001261,P42048,2024-09-06,30736,Pending,48
C001262,A001262,CL97851,V001262,P84405,2025-02-10,35089,Rejected,15
C001263,A001263,CL41949,V001263,P97858,2024-02-07,10560,Approved,45
C001264,A001264,CL15959,V001264,P76460,2023-10-19,25075,Pending,34
C001265,A001265,CL10244,V001265,P30560,2024-03-07,31967,Approved,40
C001266,A001266,CL40831,V001266,P53695,2023-10-14,19068,Rejected,11
C001267,A001267,CL38982,V001267,P22154,2024-02-26,47829,Approved,5
C001268,A001268,CL06046,V001268,P83271,2024-12-02,30010,Pending,43
C001269,A001269,CL04853,V001269,P50921,2024-05-07,30444,Rejected,1
C001270,A001270,CL43004,V001270,P55152,2023-05-22,23510,Rejected,47
C001271,A001271,CL09551,V001271,P63252,2025-01-23,5028,Approved,26
C001272,A001272,CL53315,V001272,P44324,2023-07-19,31163,Rejected,3
C001273,A001273,CL62486,V001273,P97136,2025-01-22,23555,Approved,39
C001274,A001274,CL80869,V001274,P95983,2024-06-22,5137,Approved,56
C001275,A001275,CL43865,V001275,P38831,2023-04-30,42081,Pending,49
C001276,A001276,CL81846,V001276,P59330,2024-03-09,21815,Pending,28
C001277,A001277,CL89350,V001277,P24214,2023-04-27,3717,Approved,1
C001278,A001278,CL27609,V001278,P85742,2023-10-27,30204,Rejected,8
C001279,A001279,CL72411,V001279,P74887,2024-04-26,20221,Rejected,41
C001280,A001280,CL87868,V001280,P35707,2023-05-29,19795,Pending,51
C001281,A001281,CL33630,V001281,P87411,2024-08-03,20733,Pending,51
C001282,A001282,CL40447,V001282,P24537,2024-10-09,34973,Approved,16
C001283,A001283,CL59094,V001283,P31277,2023-08-31,28884,Pending,54
C001284,A001284,CL51275,V001284,P25275,2025-02-11,8584,Rejected,51
C001285,A001285,CL76628,V001285,P54524,2023-08-02,18982,Rejected,10
C001286,A001286,CL91003,V001286,P47492,2023-09-05,40328,Rejected,52
C001287,A001287,CL08451,V001287,P67339,2024-09-15,12895,Rejected,17
C001288,A001288,CL62984,V001288,P29608,2023-06-28,6247,Rejected,23
C001289,A001289,CL12729,V001289,P81848,2024-04-29,47310,Approved,37
C001290,A001290,CL23883,V001290,P19349,2023-10-11,28199,Pending,23
C001291,A001291,CL72020,V001291,P46346,2023-08-05,5837,Approved,11
C001292,A001292,CL77723,V001292,P98994,2023-10-27,28275,Approved,42
C001293,A001293,CL94464,V001293,P63912,2025-01-18,47739,Pending,7
C001294,A001294,CL64066,V001294,P73613,2025-02-11,12661,Approved,15
C001295,A001295,CL56541,V001295,P88844,2024-01-05,18944,Pending,20
C001296,A001296,CL17292,V001296,P43042,2024-09-19,19817,Pending,26
C001297,A001297,CL57948,V001297,P30752,2023-05-07,6139,Pending,39
C001298,A001298,CL72988,V001298,P35491,2023-07-06,28857,Rejected,31
C001299,A001299,CL19219,V001299,P36807,2024-03-30,39691,Rejected,16
C001300,A001300,CL71143,V001300,P33257,2024-08-30,13957,Rejected,57
C001301,A001301,CL05371,V001301,P90429,2024-10-23,13313,Rejected,5
C001302,A001302,CL77913,V001302,P43241,2023-12-08,27637,Pending,41
C001303,A001303,CL07028,V001303,P34474,2023-07-22,37027,Approved,41
C001304,A001304,CL91489,V001304,P53901,2023-06-20,35098,Approved,27
C001305,A001305,CL48137,V001305,P56304,2024-01-12,16242,Pending,2
C001306,A001306,CL73824,V001306,P12714,2023-11-24,15664,Approved,11
C001307,A001307,CL76911,V001307,P54629,2023-08-27,43177,Approved,2
C001308,A001308,CL98798,V001308,P81000,2024-11-07,8698,Pending,7
C001309,A001309,CL35952,V001309,P41001,2023-12-13,536,Rejected,8
C001310,A001310,CL49098,V001310,P33074,2024-05-11,23880,Pending,35
C001311,A001311,CL28216,V001311,P85136,2023-05-13,13111,Approved,43
C001312,A001312,CL36418,V001312,P50276,2024-02-17,21168,Rejected,32
C001313,A001313,CL99487,V001313,P81280,2023-06-14,21093,Rejected,3
C001314,A001314,CL67948,V001314,P67007,2024-06-22,29438,Rejected,31
C001315,A001315,CL49027,V001315,P15450,2025-01-01,32378,Rejected,32
C001316,A001316,CL77267,V001316,P94219,2024-12-21,39938,Approved,20
C001317,A001317,CL27477,V001317,P99362,2025-02-24,17129,Pending,51
C001318,A001318,CL50891,V001318,P65357,2024-02-14,34901,Rejected,9
C001319,A001319,CL15096,V001319,P91411,2024-11-09,9874,Rejected,9
C001320,A001320,CL98524,V001320,P41432,2025-01-04,26832,Pending,1
C001321,A001321,CL45932,V001321,P12301,2024-07-04,34925,Rejected,51
C001322,A001322,CL12751,V001322,P95282,2023-11-16,35702,Pending,26
C001323,A001323,CL17110,V001323,P49311,2023-08-17,26133,Pending,2
C001324,A001324,CL39899,V001324,P44692,2024-05-03,17270,Rejected,26
C001325,A001325,CL86250,V001325,P70944,2024-08-17,22281,Rejected,8
C001326,A001326,CL55772,V001326,P52009,2023-06-09,2086,Approved,51
C001327,A001327,CL94723,V001327,P66562,2024-01-08,26376,Approved,28
C001328,A001328,CL43612,V001328,P92396,2023-09-16,8618,Pending,37
C001329,A001329,CL45241,V001329,P60264,2023-07-11,38674,Rejected,45
C001330,A001330,CL68542,V001330,P53070,2024-02-07,20100,Rejected,56
C001331,A001331,CL13826,V001331,P78727,2024-12-17,7171,Rejected,32
C001332,A001332,CL89703,V001332,P18927,2024-03-30,23399,Pending,42
C001333,A001333,CL29825,V001333,P55784,2023-11-30,43501,Pending,55
C001334,A001334,CL55686,V001334,P41710,2023-12-17,39255,Rejected,7
C001335,A001335,CL67061,V001335,P99544,2023-12-10,7495,Pending,40
C001336,A001336,CL11160,V001336,P42946,2024-09-21,44936,Approved,30
C001337,A001337,CL38826,V001337,P47429,2024-04-09,28359,Pending,21
C001338,A001338,CL33235,V001338,P26127,2023-05-29,31852,Pending,32
C001339,A001339,CL82582,V001339,P13670,2024-12-19,16554,Approved,3
C001340,A001340,CL27026,V001340,P36026,2023-06-13,19065,Pending,51
C001341,A001341,CL06052,V001341,P11920,2023-11-21,29540,Rejected,9
C001342,A001342,CL26100,V001342,P89933,2023-06-03,49000,Pending,13
C001343,A001343,CL36350,V001343,P86625,2023-05-06,47308,Rejected,20
C001344,A001344,CL64715,V001344,P65177,2024-05-06,22813,Approved,2
C001345,A001345,CL22780,V001345,P86358,2023-11-24,26702,Rejected,16
C001346,A001346,CL18774,V001346,P66275,2024-07-03,29413,Pending,19
C001347,A001347,CL76443,V001347,P13138,2024-04-06,28997,Rejected,42
C001348,A001348,CL56005,V001348,P98992,2023-12-12,35067,Rejected,2
C001349,A001349,CL87203,V001349,P83725,2023-06-04,29915,Approved,31
C001350,A001350,CL97607,V001350,P35635,2023-04-19,30044,Approved,1
C001351,A001351,CL51824,V001351,P40116,2025-01-29,28484,Approved,47
C001352,A001352,CL95166,V001352,P10213,2023-11-29,23934,Rejected,23
C001353,A001353,CL47675,V001353,P57785,2025-01-06,22898,Pending,28
C001354,A001354,CL31768,V001354,P53142,2024-10-13,9821,Pending,26
C001355,A001355,CL92018,V001355,P20810,2024-04-24,38734,Rejected,28
C001356,A001356,CL54064,V001356,P45664,2024-10-30,2091,Rejected,18
C001357,A001357,CL53236,V001357,P42595,2024-11-28,4437,Approved,20
C001358,A001358,CL28153,V001358,P88778,2024-01-10,25297,Pending,44
C001359,A001359,CL16529,V001359,P99812,2024-12-10,41452,Approved,21
C001360,A001360,CL24529,V001360,P29210,2023-05-21,35444,Pending,27
C001361,A001361,CL55109,V001361,P17121,2025-01-19,22705,Pending,56
C001362,A001362,CL46126,V001362,P91509,2024-01-08,49578,Rejected,21
C001363,A001363,CL70024,V001363,P38801,2023-07-29,11769,Approved,10
C001364,A001364,CL26195,V001364,P55425,2024-05-25,37665,Rejected,60
C001365,A001365,CL12497,V001365,P61915,2024-10-05,46457,Rejected,54
C001366,A001366,CL06820,V001366,P49220,2023-10-16,43444,Pending,21
C001367,A001367,CL11616,V001367,P26957,2024-09-17,32024,Approved,23
C001368,A001368,CL94645,V001368,P85723,2024-07-26,20795,Rejected,9
C001369,A001369,CL35950,V001369,P58930,2025-01-27,48428,Rejected,39
C001370,A001370,CL85452,V001370,P17988,2023-06-14,34005,Rejected,55
C001371,A001371,CL98722,V001371,P98184,2024-06-15,19310,Pending,5
C001372,A001372,CL75212,V001372,P49579,2024-08-03,32097,Approved,24
C001373,A001373,CL77922,V001373,P15665,2023-07-14,21697,Pending,21
C001374,A001374,CL67247,V001374,P83352,2023-09-06,19410,Approved,11
C001375,A001375,CL21934,V001375,P96652,2024-07-29,17949,Pending,27
C001376,A001376,CL89541,V001376,P78997,2023-11-09,46278,Rejected,1
C001377,A001377,CL43978,V001377,P70464,2024-11-01,13210,Pending,43
C001378,A001378,CL22211,V001378,P24116,2023-05-27,37941,Rejected,7
C001379,A001379,CL51120,V001379,P78574,2024-05-03,41079,Approved,37
C001380,A001380,CL61980,V001380,P91553,2023-12-08,49968,Pending,28
C001381,A001381,CL47346,V001381,P73358,2023-11-02,38406,Approved,12
C001382,A001382,CL22227,V001382,P14901,2023-07-01,31313,Pending,57
C001383,A001383,CL07350,V001383,P28652,2024-03-11,42732,Pending,57
C001384,A001384,CL24043,V001384,P98542,2025-02-07,25276,Approved,5
C001385,A001385,CL58629,V001385,P39306,2024-05-05,1989,Pending,54
C001386,A001386,CL08402,V001386,P99545,2023-11-04,7287,Pending,38
C001387,A001387,CL85739,V001387,P80297,2024-10-25,1785,Approved,20
C001388,A001388,CL07774,V001388,P44122,2023-05-21,48187,Approved,26
C001389,A001389,CL79277,V001389,P28902,2024-06-11,36922,Approved,24
C001390,A001390,CL04791,V001390,P77577,2023-08-07,15661,Rejected,41
C001391,A001391,CL28908,V001391,P36885,2023-06-29,23794,Rejected,51
C001392,A001392,CL13223,V001392,P56963,2023-03-14,4407,Approved,13
C001393,A001393,CL15271,V001393,P10117,2025-02-16,42773,Pending,58
C001394,A001394,CL17657,V001394,P89106,2023-03-23,26886,Pending,45
C001395,A001395,CL55108,V001395,P79525,2023-11-08,34762,Pending,8
C001396,A001396,CL73953,V001396,P78135,2024-10-04,46463,Rejected,50
C001397,A001397,CL82683,V001397,P79315,2024-10-26,14902,Approved,26
C001398,A001398,CL36333,V001398,P86106,2023-11-11,40769,Pending,43
C001399,A001399,CL26283,V001399,P34622,2024-10-22,5924,Approved,5
C001400,A001400,CL53273,V001400,P79806,2023-07-23,30709,Pending,60
C001401,A001401,CL07591,V001401,P43566,2024-10-13,30975,Pending,11
C001402,A001402,CL60727,V001402,P14769,2024-04-21,27301,Rejected,21
C001403,A001403,CL55217,V001403,P56604,2024-07-20,29076,Rejected,29
C001404,A001404,CL49031,V001404,P62067,2023-06-08,36778,Approved,25
C001405,A001405,CL90386,V001405,P28073,2023-05-11,45692,Pending,3
C001406,A001406,CL58327,V001406,P81633,2023-07-19,26102,Rejected,29
C001407,A001407,CL09515,V001407,P81350,2023-10-14,41204,Pending,25
C001408,A001408,CL63055,V001408,P80597,2023-09-09,20782,Pending,8
C001409,A001409,CL21463,V001409,P21730,2024-06-13,36077,Rejected,28
C001410,A001410,CL76071,V001410,P34627,2023-08-15,10582,Rejected,33
C001411,A001411,CL54187,V001411,P21563,2023-11-12,11278,Pending,5
C001412,A001412,CL10459,V001412,P89193,2023-03-05,2425,Pending,17
C001413,A001413,CL73461,V001413,P51959,2025-02-14,8738,Rejected,49
C001414,A001414,CL33536,V001414,P67782,2024-03-26,36843,Approved,15
C001415,A001415,CL84052,V001415,P24822,2024-11-09,19431,Rejected,30
C001416,A001416,CL93650,V001416,P71464,2024-10-01,35751,Rejected,40
C001417,A001417,CL35842,V001417,P54739,2024-02-16,31525,Approved,5
C001418,A001418,CL62210,V001418,P82275,2023-10-13,11737,Pending,51
C001419,A001419,CL09385,V001419,P58943,2024-08-19,8343,Approved,47
C001420,A001420,CL01029,V001420,P94117,2024-05-22,45226,Pending,25
C001421,A001421,CL14510,V001421,P68031,2023-11-01,18788,Rejected,49
C001422,A001422,CL73583,V001422,P83374,2024-09-06,36615,Rejected,33
C001423,A001423,CL67191,V001423,P42111,2024-06-11,4582,Approved,37
C001424,A001424,CL12754,V001424,P62071,2024-08-25,44306,Rejected,45
C001425,A001425,CL25542,V001425,P50226,2024-04-25,7818,Rejected,21
C001426,A001426,CL91910,V001426,P74029,2023-12-13,31246,Rejected,60
C001427,A001427,CL75911,V001427,P75386,2023-09-05,26320,Pending,10
C001428,A001428,CL60959,V001428,P64790,2024-08-31,21614,Pending,6
C001429,A001429,CL38236,V001429,P21366,2023-05-04,17074,Rejected,32
C001430,A001430,CL84459,V001430,P41755,2024-01-29,4180,Approved,26
C001431,A001431,CL33979,V001431,P23102,2023-08-13,2969,Pending,55
C001432,A001432,CL78091,V001432,P86430,2024-07-10,40483,Rejected,23
C001433,A001433,CL15049,V001433,P79454,2024-10-01,29357,Pending,26
C001434,A001434,CL58732,V001434,P48598,2023-05-11,34375,Approved,30
C001435,A001435,CL57311,V001435,P33032,2023-11-19,20949,Pending,22
C001436,A001436,CL03387,V001436,P93171,2024-03-26,10549,Approved,52
C001437,A001437,CL48905,V001437,P68112,2025-01-07,24689,Pending,14
C001438,A001438,CL04880,V001438,P34897,2023-05-30,49259,Approved,59
C001439,A001439,CL37779,V001439,P39126,2024-07-05,35293,Rejected,40
C001440,A001440,CL49514,V001440,P54615,2024-08-17,11959,Rejected,57
C001441,A001441,CL29945,V001441,P28283,2024-09-13,6053,Rejected,54
C001442,A001442,CL67343,V001442,P90723,2024-10-30,48108,Rejected,4
C001443,A001443,CL36901,V001443,P12607,2023-04-27,12901,Pending,50
C001444,A001444,CL03973,V001444,P63054,2024-03-16,21574,Pending,5
C001445,A001445,CL21176,V001445,P59214,2023-07-26,11721,Rejected,23
C001446,A001446,CL01066,V001446,P93762,2023-08-20,21372,Approved,34
C001447,A001447,CL80166,V001447,P19127,2023-10-30,11567,Rejected,54
C001448,A001448,CL07139,V001448,P88243,2024-10-26,17157,Pending,15
C001449,A001449,CL55639,V001449,P56525,2024-05-28,42998,Approved,54
C001450,A001450,CL72366,V001450,P18803,2024-12-24,21557,Rejected,52
C001451,A001451,CL57003,V001451,P82675,2023-10-23,28894,Approved,35
C001452,A001452,CL86686,V001452,P55827,2023-06-06,12407,Rejected,43
C001453,A001453,CL73789,V001453,P94361,2024-11-26,3548,Rejected,15
C001454,A001454,CL30372,V001454,P70227,2024-10-29,31682,Approved,45
C001455,A001455,CL23764,V001455,P66262,2025-02-11,29602,Pending,21
C001456,A001456,CL18086,V001456,P31185,2024-01-26,11630,Rejected,53
C001457,A001457,CL86043,V001457,P56785,2023-12-18,13996,Pending,57
C001458,A001458,CL35682,V001458,P12334,2023-07-22,48497,Approved,55
C001459,A001459,CL67872,V001459,P40770,2024-07-27,27073,Rejected,54
C001460,A001460,CL40401,V001460,P82114,2024-02-12,21478,Rejected,58
C001461,A001461,CL67460,V001461,P41136,2024-12-21,28662,Pending,8
C001462,A001462,CL16713,V001462,P74279,2024-03-19,15658,Approved,12
C001463,A001463,CL66761,V001463,P63234,2023-05-14,12203,Rejected,5
C001464,A001464,CL59486,V001464,P83515,2025-02-05,23697,Pending,19
C001465,A001465,CL47846,V001465,P16047,2024-11-17,24296,Pending,56
C001466,A001466,CL72716,V001466,P85298,2023-05-24,5191,Pending,23
C001467,A001467,CL59913,V001467,P70756,2024-11-15,34485,Approved,9
C001468,A001468,CL73980,V001468,P58061,2023-05-19,5309,Rejected,21
C001469,A001469,CL08144,V001469,P93255,2023-10-28,29189,Approved,49
C001470,A001470,CL89407,V001470,P15016,2024-08-12,2448,Approved,5
C001471,A001471,CL48737,V001471,P14650,2023-11-02,18983,Rejected,4
C001472,A001472,CL87802,V001472,P35025,2024-05-22,49320,Pending,53
C001473,A001473,CL09701,V001473,P65726,2024-06-30,21175,Rejected,20
C001474,A001474,CL26355,V001474,P37109,2024-11-28,23721,Approved,29
C001475,A001475,CL79282,V001475,P34633,2024-11-17,29735,Approved,41
C001476,A001476,CL40792,V001476,P44377,2023-06-01,6859,Approved,14
C001477,A001477,CL93350,V001477,P76016,2024-01-07,40303,Rejected,52
C001478,A001478,CL62155,V001478,P75012,2024-01-14,9143,Approved,47
C001479,A001479,CL20825,V001479,P74581,2024-03-26,21660,Pending,56
C001480,A001480,CL45995,V001480,P69838,2023-09-29,19391,Rejected,36
C001481,A001481,CL32341,V001481,P54278,2024-03-29,34183,Approved,47
C001482,A001482,CL15223,V001482,P79496,2024-04-20,20799,Approved,24
C001483,A001483,CL50981,V001483,P19080,2023-11-18,16276,Approved,20
C001484,A001484,CL03477,V001484,P67868,2023-05-15,2036,Pending,29
C001485,A001485,CL68026,V001485,P73021,2024-07-11,4791,Approved,5
C001486,A001486,CL59246,V001486,P36704,2024-07-15,49317,Approved,23
C001487,A001487,CL42600,V001487,P30834,2024-03-04,17440,Approved,36
C001488,A001488,CL04347,V001488,P42875,2023-07-16,24287,Pending,35
C001489,A001489,CL54437,V001489,P12605,2023-05-01,31325,Pending,60
C001490,A001490,CL72610,V001490,P99454,2023-11-09,4857,Approved,15
C001491,A001491,CL74739,V001491,P50684,2023-12-11,44084,Pending,3
C001492,A001492,CL91581,V001492,P23945,2024-07-09,23206,Approved,39
C001493,A001493,CL24559,V001493,P62433,2024-04-25,33040,Rejected,41
C001494,A001494,CL64121,V001494,P96884,2024-07-12,8858,Approved,29
C001495,A001495,CL16877,V001495,P39902,2023-07-18,22030,Approved,3
C001496,A001496,CL85682,V001496,P10029,2023-11-18,46412,Pending,42
C001497,A001497,CL85884,V001497,P69154,2023-04-30,37250,Pending,24
C001498,A001498,CL50220,V001498,P93731,2023-05-18,2733,Approved,9
C001499,A001499,CL37142,V001499,P53964,2024-04-07,46392,Approved,59
C001500,A001500,CL18377,V001500,P32347,2023-04-09,9680,Pending,2
C001501,A001501,CL60889,V001501,P50411,2025-02-08,43421,Approved,51
C001502,A001502,CL69477,V001502,P87997,2024-11-12,33092,Approved,38
C001503,A001503,CL74962,V001503,P65690,2023-05-20,2643,Pending,12
C001504,A001504,CL45655,V001504,P89121,2024-03-06,48674,Approved,13
C001505,A001505,CL71606,V001505,P60770,2023-05-27,14849,Approved,35
C001506,A001506,CL63767,V001506,P27926,2023-11-09,28599,Rejected,48
C001507,A001507,CL47989,V001507,P26684,2023-03-10,42640,Approved,20
C001508,A001508,CL68494,V001508,P99849,2024-05-11,36184,Rejected,20
C001509,A001509,CL19157,V001509,P41169,2024-11-28,19935,Pending,33
C001510,A001510,CL78985,V001510,P64310,2023-06-15,1078,Approved,31
C001511,A001511,CL75001,V001511,P21381,2024-09-18,22847,Pending,1
C001512,A001512,CL47312,V001512,P79120,2023-09-21,22687,Approved,8
C001513,A001513,CL26634,V001513,P73212,2023-11-07,35539,Pending,56
C001514,A001514,CL25285,V001514,P44283,2023-06-14,46847,Approved,8
C001515,A001515,CL11588,V001515,P22124,2023-11-02,20479,Pending,20
C001516,A001516,CL99691,V001516,P18811,2024-05-15,44983,Pending,60
C001517,A001517,CL35344,V001517,P25784,2024-03-18,7237,Pending,13
C001518,A001518,CL93688,V001518,P30080,2023-10-09,19927,Rejected,39
C001519,A001519,CL05891,V001519,P94181,2023-11-30,25811,Rejected,9
C001520,A001520,CL42413,V001520,P50435,2024-06-07,10982,Approved,44
C001521,A001521,CL27838,V001521,P54475,2023-12-28,49256,Approved,53
C001522,A001522,CL62170,V001522,P18322,2025-01-07,22127,Pending,45
C001523,A001523,CL76741,V001523,P55416,2023-03-08,4732,Rejected,37
C001524,A001524,CL86285,V001524,P73987,2023-08-09,11121,Approved,41
C001525,A001525,CL62879,V001525,P12352,2023-05-03,6175,Rejected,21
C001526,A001526,CL92830,V001526,P62512,2025-02-16,2683,Rejected,33
C001527,A001527,CL76916,V001527,P53336,2023-03-07,47208,Rejected,56
C001528,A001528,CL65791,V001528,P11425,2024-07-24,877,Approved,52
C001529,A001529,CL62714,V001529,P86295,2023-02-26,41729,Pending,41
C001530,A001530,CL56612,V001530,P62456,2024-10-18,41181,Approved,40
C001531,A001531,CL95954,V001531,P68342,2024-02-12,27334,Rejected,7
C001532,A001532,CL84641,V001532,P20067,2023-12-25,35433,Rejected,42
C001533,A001533,CL12125,V001533,P66991,2023-07-09,13643,Rejected,30
C001534,A001534,CL57088,V001534,P64047,2023-12-24,556,Approved,10
C001535,A001535,CL32656,V001535,P13665,2024-02-25,13416,Approved,53
C001536,A001536,CL73248,V001536,P92448,2023-08-09,33536,Pending,41
C001537,A001537,CL44530,V001537,P47283,2023-04-28,39169,Pending,52
C001538,A001538,CL87888,V001538,P57474,2025-01-13,20065,Pending,41
C001539,A001539,CL66960,V001539,P14054,2023-12-01,42853,Approved,31
C001540,A001540,CL36646,V001540,P93650,2024-08-16,10333,Approved,31
C001541,A001541,CL25848,V001541,P93692,2024-01-17,14094,Rejected,44
C001542,A001542,CL90524,V001542,P95360,2023-03-29,44512,Rejected,53
C001543,A001543,CL06949,V001543,P12337,2024-07-07,24665,Pending,33
C001544,A001544,CL93088,V001544,P26001,2023-11-11,33306,Pending,14
C001545,A001545,CL41875,V001545,P84825,2023-08-05,40113,Pending,54
C001546,A001546,CL13857,V001546,P90285,2023-05-15,41800,Pending,51
C001547,A001547,CL68779,V001547,P97760,2025-01-12,36784,Pending,24
C001548,A001548,CL40883,V001548,P44182,2023-05-01,19207,Approved,47
C001549,A001549,CL49004,V001549,P74317,2024-03-03,11486,Rejected,45
C001550,A001550,CL57113,V001550,P16739,2023-03-24,49178,Rejected,34
C001551,A001551,CL33589,V001551,P31265,2024-11-17,31162,Rejected,59
C001552,A001552,CL11234,V001552,P91641,2023-04-06,33781,Rejected,47
C001553,A001553,CL96113,V001553,P76205,2024-11-11,36855,Rejected,56
C001554,A001554,CL25088,V001554,P18384,2023-03-19,9140,Pending,3
C001555,A001555,CL85664,V001555,P58887,2023-11-26,39660,Rejected,35
C001556,A001556,CL06778,V001556,P90353,2024-01-01,36253,Approved,54
C001557,A001557,CL51126,V001557,P20861,2023-08-18,20800,Pending,14
